Year,Country,Exports,Country Key,Iterating Key
1996,Indonesia,6440.28,26,7
1997,Indonesia,5755.078,26,8
1998,Indonesia,5598.031999,26,9
1999,Indonesia,5115.027,26,10
2000,Indonesia,5357.59886,26,11
2001,Indonesia,5243.405001,26,12
2002,Indonesia,4285.830001,26,13
2003,Indonesia,4794.720001,26,14
2004,Indonesia,5455.599,26,15
2005,Indonesia,6744.09393,26,16
2006,Indonesia,5280.434913,26,17
2007,Indonesia,4149.410101,26,18
2008,Indonesia,5740.673045,26,19
2009,Indonesia,7907.273516,26,20
2010,Indonesia,5489.147556,26,21
2011,Indonesia,3919.891883,26,22
2012,Indonesia,8205.740826,26,23
2013,Indonesia,9254.807331,26,24
2014,Indonesia,6174.809713,26,25
2015,Indonesia,8378.687596,26,26
2016,Indonesia,6545.392046,26,27
2017,Indonesia,8197.573974,26,28
2018,Indonesia,4538.839055,26,29
2019,Indonesia,6333.872889,26,30
1990,Jamaica,14.9839996,27,1
1991,Jamaica,16.7049999,27,2
1992,Jamaica,22.4269995,27,3
1993,Jamaica,24.3539995,27,4
1994,Jamaica,15.8269995,27,5
1995,Jamaica,26.3230003,27,6
1996,Jamaica,27.2850003,27,7
1997,Jamaica,29.6820001,27,8
1998,Jamaica,16.9810004,27,9
1999,Jamaica,24.228,27,10
2000,Jamaica,28.91593,27,11
2001,Jamaica,28.1909991,27,12
2002,Jamaica,26.3730004,27,13
2003,Jamaica,24.5077825,27,14
2004,Jamaica,29.1904905,27,15
2005,Jamaica,15.3134398,27,16
2006,Jamaica,24.6042409,27,17
2007,Jamaica,22.7331535,27,18
2008,Jamaica,20.7753657,27,19
2009,Jamaica,24.8305172,27,20
2010,Jamaica,15.4349302,27,21
2011,Jamaica,16.0598548,27,22
2012,Jamaica,14.9194512,27,23
2013,Jamaica,15.053724,27,24
2014,Jamaica,10.2486926,27,25
2015,Jamaica,11.8739809,27,26
2016,Jamaica,11.2239986,27,27
2017,Jamaica,10.2324055,27,28
2018,Jamaica,9.7515687,27,29
2019,Jamaica,9.405321,27,30
1990,Kenya,1969.338,28,1
1991,Kenya,1557.532,28,2
1992,Kenya,1384.291,28,3
1993,Kenya,1438.799,28,4
1994,Kenya,1358.411,28,5
1995,Kenya,1450.046,28,6
1996,Kenya,1901.584,28,7
1997,Kenya,1159.095,28,8
1998,Kenya,841.489,28,9
1999,Kenya,1114.07,28,10
2000,Kenya,1328.30814,28,11
2001,Kenya,1095.882,28,12
2002,Kenya,735.704,28,13
2003,Kenya,919.569,28,14
2004,Kenya,753.598,28,15
2005,Kenya,673.14,28,16
2006,Kenya,597.133,28,17
2007,Kenya,817.466,28,18
2008,Kenya,608.429,28,19
2009,Kenya,524.748,28,20
2010,Kenya,531.0926567,28,21
2011,Kenya,609.163192,28,22
2012,Kenya,802.8862824,28,23
2013,Kenya,814.5422481,28,24
2014,Kenya,798.7267892,28,25
2015,Kenya,712.0561288,28,26
2016,Kenya,727.0431516,28,27
2017,Kenya,709.6382353,28,28
2018,Kenya,753.0309147,28,29
2019,Kenya,835.8867766,28,30
1990,Lao People's Democratic Republic,98.3329992,29,1
1991,Lao People's Democratic Republic,98.3329992,29,2
1992,Lao People's Democratic Republic,101.85,29,3
1993,Lao People's Democratic Republic,141.6669996,29,4
1994,Lao People's Democratic Republic,153,29,5
1995,Lao People's Democratic Republic,165.2329992,29,6
1996,Lao People's Democratic Republic,144.1669992,29,7
1997,Lao People's Democratic Republic,110.0829996,29,8
1998,Lao People's Democratic Republic,111.6879996,29,9
1999,Lao People's Democratic Republic,191.3359992,29,10
2000,Lao People's Democratic Republic,254.5989996,29,11
2001,Lao People's Democratic Republic,198.1189985,29,12
2002,Lao People's Democratic Republic,278.067,29,13
2003,Lao People's Democratic Republic,232.65,29,14
2004,Lao People's Democratic Republic,267.06666,29,15
2005,Lao People's Democratic Republic,236.8999992,29,16
2006,Lao People's Democratic Republic,119.8643382,29,17
2007,Lao People's Democratic Republic,251.6878422,29,18
2008,Lao People's Democratic Republic,258.1046117,29,19
2009,Lao People's Democratic Republic,263.8617763,29,20
2010,Lao People's Democratic Republic,287.8578314,29,21
2011,Lao People's Democratic Republic,420.9658948,29,22
2012,Lao People's Democratic Republic,359.7618969,29,23
2013,Lao People's Democratic Republic,399.6511097,29,24
2014,Lao People's Democratic Republic,369.726347,29,25
2015,Lao People's Democratic Republic,403.1699016,29,26
2016,Lao People's Democratic Republic,385.7797409,29,27
2017,Lao People's Democratic Republic,385.5876533,29,28
2018,Lao People's Democratic Republic,361.0216345,29,29
2019,Lao People's Democratic Republic,575.3368254,29,30
1990,Liberia,22.411,30,1
1991,Liberia,0,30,2
1992,Liberia,0,30,3
1993,Liberia,0,30,4
1994,Liberia,0,30,5
1995,Liberia,0,30,6
1996,Liberia,0,30,7
1997,Liberia,0,30,8
1998,Liberia,3.244,30,9
1999,Liberia,15.209,30,10
2000,Liberia,3.583,30,11
2001,Liberia,7.227,30,12
2002,Liberia,5.775,30,13
2003,Liberia,6.604,30,14
2004,Liberia,0,30,15
2005,Liberia,0.78,30,16
2006,Liberia,0.446,30,17
2007,Liberia,2.3353334,30,18
2008,Liberia,1.73,30,19
2009,Liberia,9.12,30,20
2010,Liberia,7.2159996,30,21
2011,Liberia,7.8793162,30,22
2012,Liberia,2.8109667,30,23
2013,Liberia,3.5393333,30,24
2014,Liberia,1.3456667,30,25
2015,Liberia,3.5200001,30,26
2016,Liberia,2.955,30,27
2017,Liberia,11.0116667,30,28
2018,Liberia,7.7333333,30,29
2019,Liberia,0.5833333,30,30
1990,Madagascar,863.0399999,31,1
1991,Madagascar,587.658,31,2
1992,Madagascar,736.406,31,3
1993,Madagascar,627.783,31,4
1994,Madagascar,435.621,31,5
1995,Madagascar,585.1879998,31,6
1996,Madagascar,718.0490001,31,7
1997,Madagascar,480.233,31,8
1998,Madagascar,796.116,31,9
1999,Madagascar,464.383,31,10
2000,Madagascar,216.232,31,11
2001,Madagascar,87.257,31,12
2002,Madagascar,145.329,31,13
2003,Madagascar,118.95,31,14
2004,Madagascar,127.034,31,15
2005,Madagascar,96.016,31,16
2006,Madagascar,178.72,31,17
2007,Madagascar,99.4513715,31,18
2008,Madagascar,196.1874116,31,19
2009,Madagascar,39.6371367,31,20
2010,Madagascar,73.5849035,31,21
2011,Madagascar,143.9107205,31,22
2012,Madagascar,78.9174707,31,23
2013,Madagascar,166.1384486,31,24
2014,Madagascar,137.8095917,31,25
2015,Madagascar,59.3255179,31,26
2016,Madagascar,75.7958404,31,27
2017,Madagascar,57.5361834,31,28
2018,Madagascar,6.4774326,31,29
2019,Madagascar,4.0040167,31,30
1990,Malawi,124.154,32,1
1991,Malawi,99.535,32,2
1992,Malawi,128.022,32,3
1993,Malawi,103.574,32,4
1994,Malawi,78.469,32,5
1995,Malawi,91.633,32,6
1996,Malawi,60.151,32,7
1997,Malawi,60.17,32,8
1998,Malawi,58.6,32,9
1999,Malawi,54.31,32,10
2000,Malawi,61.488,32,11
2001,Malawi,63.712,32,12
2002,Malawi,43.97,32,13
2003,Malawi,48.882,32,14
2004,Malawi,25.737,32,15
2005,Malawi,20.867,32,16
2006,Malawi,17.42,32,17
2007,Malawi,18.875,32,18
2008,Malawi,20.554,32,19
2009,Malawi,17.575,32,20
2010,Malawi,8.1198898,32,21
2011,Malawi,25.8532829,32,22
2012,Malawi,19.5299992,32,23
2013,Malawi,28.7297071,32,24
2014,Malawi,25.5353073,32,25
2015,Malawi,17.8592197,32,26
2016,Malawi,22.1486775,32,27
2017,Malawi,12.6223955,32,28
2018,Malawi,12.079999,32,29
2019,Malawi,15.6594366,32,30
1990,Mexico,3683.104002,33,1
1991,Mexico,3530.820002,33,2
1992,Mexico,3332.041,33,3
1993,Mexico,3263.616001,33,4
1994,Mexico,2789.046,33,5
1995,Mexico,3626.491999,33,6
1996,Mexico,4633.497001,33,7
1997,Mexico,4502.424001,33,8
1998,Mexico,3399.026001,33,9
1999,Mexico,4357.625002,33,10
2000,Mexico,5303.690341,33,11
2001,Mexico,3333.165999,33,12
2002,Mexico,2644.659,33,13
2003,Mexico,2595.592999,33,14
2004,Mexico,2361.931322,33,15
2005,Mexico,1984.80298,33,16
2006,Mexico,2570.074943,33,17
2007,Mexico,2912.301726,33,18
2008,Mexico,2448.000806,33,19
2009,Mexico,2838.09645,33,20
2010,Mexico,2497.539985,33,21
2011,Mexico,2906.517574,33,22
2012,Mexico,3556.455805,33,23
2013,Mexico,3132.049713,33,24
2014,Mexico,2479.526809,33,25
2015,Mexico,2457.996501,33,26
2016,Mexico,2232.913073,33,27
2017,Mexico,2910.649965,33,28
2018,Mexico,2888.140482,33,29
2019,Mexico,2626.984856,33,30
1990,Nepal,0,34,1
1991,Nepal,0,34,2
1992,Nepal,0,34,3
1993,Nepal,0.0083167,34,4
1994,Nepal,0,34,5
1995,Nepal,0.25,34,6
1996,Nepal,0.0833333,34,7
1997,Nepal,0.0666667,34,8
1998,Nepal,0.0333333,34,9
1999,Nepal,0,34,10
2000,Nepal,0.066666,34,11
2001,Nepal,0.066666,34,12
2002,Nepal,0.1166664,34,13
2003,Nepal,1.8589988,34,14
2004,Nepal,1.4566661,34,15
2005,Nepal,1.1433329,34,16
2006,Nepal,1.3865629,34,17
2007,Nepal,1.9198957,34,18
2008,Nepal,1.0365625,34,19
2009,Nepal,1.508308,34,20
2010,Nepal,1.0366255,34,21
2011,Nepal,3.7482843,34,22
2012,Nepal,1.4285702,34,23
2013,Nepal,1.2203518,34,24
2014,Nepal,0.8629222,34,25
2015,Nepal,2.0245748,34,26
2016,Nepal,2.0712779,34,27
2017,Nepal,0.9745111,34,28
2018,Nepal,1.8452526,34,29
2019,Nepal,1.2407212,34,30
1990,Nicaragua,671.1839999,35,1
1991,Nicaragua,392.0529999,35,2
1992,Nicaragua,635.946,35,3
1993,Nicaragua,476.4660004,35,4
1994,Nicaragua,623.5139996,35,5
1995,Nicaragua,681.1789992,35,6
1996,Nicaragua,822.3559998,35,7
1997,Nicaragua,714.0030004,35,8
1998,Nicaragua,940.5839991,35,9
1999,Nicaragua,984.1939994,35,10
2000,Nicaragua,1366.6234,35,11
2001,Nicaragua,1364.592,35,12
2002,Nicaragua,955.4019993,35,13
2003,Nicaragua,1013.237,35,14
2004,Nicaragua,1311.35,35,15
2005,Nicaragua,1002.543154,35,16
2006,Nicaragua,1445.303397,35,17
2007,Nicaragua,1259.346579,35,18
2008,Nicaragua,1625.110574,35,19
2009,Nicaragua,1373.99913,35,20
2010,Nicaragua,1711.816058,35,21
2011,Nicaragua,1467.709799,35,22
2012,Nicaragua,1987.302147,35,23
2013,Nicaragua,1660.549988,35,24
2014,Nicaragua,1900.637384,35,25
2015,Nicaragua,1753.158785,35,26
2016,Nicaragua,1963.467307,35,27
2017,Nicaragua,2448.63793,35,28
2018,Nicaragua,2300.035032,35,29
2019,Nicaragua,2954.389526,35,30
1990,Nigeria,3.582,36,1
1991,Nigeria,0.922,36,2
1992,Nigeria,11.391,36,3
1993,Nigeria,10.304,36,4
1994,Nigeria,7.873,36,5
1995,Nigeria,15.191,36,6
1996,Nigeria,6.9240001,36,7
1997,Nigeria,6.905,36,8
1998,Nigeria,9.8969999,36,9
1999,Nigeria,8.576,36,10
2000,Nigeria,6.7439999,36,11
2001,Nigeria,6.855,36,12
2002,Nigeria,5.3099999,36,13
2003,Nigeria,8.9789998,36,14
2004,Nigeria,5.6191904,36,15
2005,Nigeria,8.3579018,36,16
2006,Nigeria,27.9514577,36,17
2007,Nigeria,9.4129532,36,18
2008,Nigeria,1.8876655,36,19
2009,Nigeria,0.6424879,36,20
2010,Nigeria,3.0441525,36,21
2011,Nigeria,6.5539994,36,22
2012,Nigeria,1.6620094,36,23
2013,Nigeria,0.7212691,36,24
2014,Nigeria,1.4323063,36,25
2015,Nigeria,2.8628523,36,26
2016,Nigeria,1.4005618,36,27
2017,Nigeria,2.57984,36,28
2018,Nigeria,3.0129175,36,29
2019,Nigeria,2.1935393,36,30
1990,Panama,131.654,37,1
1991,Panama,124.2,37,2
1992,Panama,125.4040001,37,3
1993,Panama,129.286,37,4
1994,Panama,76.486,37,5
1995,Panama,180.533,37,6
1996,Panama,138.598,37,7
1997,Panama,124.107,37,8
1998,Panama,145.123,37,9
1999,Panama,117.981,37,10
2000,Panama,72.034,37,11
2001,Panama,56.933,37,12
2002,Panama,82.697,37,13
2003,Panama,86.101,37,14
2004,Panama,99.145,37,15
2005,Panama,90.3745078,37,16
2006,Panama,106.9430052,37,17
2007,Panama,108.8952921,37,18
2008,Panama,113.9523965,37,19
2009,Panama,58.994871,37,20
2010,Panama,65.3353264,37,21
2011,Panama,53.0888441,37,22
2012,Panama,50.5928326,37,23
2013,Panama,48.5491876,37,24
2014,Panama,51.0247939,37,25
2015,Panama,49.7142205,37,26
2016,Panama,55.585032,37,27
2017,Panama,50.1411407,37,28
2018,Panama,46.8935146,37,29
2019,Panama,50.691857,37,30
1990,Papua New Guinea,1050.719,38,1
1991,Papua New Guinea,788.3529999,38,2
1992,Papua New Guinea,917.1739996,38,3
1993,Papua New Guinea,1054.634,38,4
1994,Papua New Guinea,1156.837,38,5
1995,Papua New Guinea,1002.052,38,6
1996,Papua New Guinea,1090.076,38,7
1997,Papua New Guinea,1043.437,38,8
1998,Papua New Guinea,1348.968,38,9
1999,Papua New Guinea,1320.148,38,10
2000,Papua New Guinea,1043.15713,38,11
2001,Papua New Guinea,1095.411,38,12
2002,Papua New Guinea,1057.054,38,13
2003,Papua New Guinea,1147.168,38,14
2004,Papua New Guinea,1047.665012,38,15
2005,Papua New Guinea,1199.64071,38,16
2006,Papua New Guinea,848.8072127,38,17
2007,Papua New Guinea,908.7452539,38,18
2008,Papua New Guinea,1095.92137,38,19
2009,Papua New Guinea,1026.97283,38,20
2010,Papua New Guinea,929.3412071,38,21
2011,Papua New Guinea,1224.522669,38,22
2012,Papua New Guinea,924.9300992,38,23
2013,Papua New Guinea,810.93264,38,24
2014,Papua New Guinea,806.83394,38,25
2015,Papua New Guinea,711.4821,38,26
2016,Papua New Guinea,1133.180307,38,27
2017,Papua New Guinea,794.1003952,38,28
2018,Papua New Guinea,869.9459834,38,29
2019,Papua New Guinea,787.073434,38,30
1990,Paraguay,262.5019999,39,1
1991,Paraguay,120.0840001,39,2
1992,Paraguay,40.3690006,39,3
1993,Paraguay,58.4419998,39,4
1994,Paraguay,48.36284,39,5
1995,Paraguay,20.59553,39,6
1996,Paraguay,15.9135658,39,7
1997,Paraguay,35.25945,39,8
1998,Paraguay,19.3557834,39,9
1999,Paraguay,3.4944834,39,10
2000,Paraguay,5.4387134,39,11
2001,Paraguay,0.6,39,12
2002,Paraguay,21.4491333,39,13
2003,Paraguay,30.86829,39,14
2004,Paraguay,17.2017367,39,15
2005,Paraguay,23.763649,39,16
2006,Paraguay,24.8122533,39,17
2007,Paraguay,31.48511,39,18
2008,Paraguay,0.8390233,39,19
2009,Paraguay,0.0182929,39,20
2010,Paraguay,0.1959806,39,21
2011,Paraguay,0.0199421,39,22
2012,Paraguay,0.006549,39,23
2013,Paraguay,0.0081925,39,24
2014,Paraguay,0.0460641,39,25
2015,Paraguay,0,39,26
2016,Paraguay,0.0093713,39,27
2017,Paraguay,0.002358,39,28
2018,Paraguay,0.0135363,39,29
2019,Paraguay,0.0006743,39,30
1990,Peru,1105.078,40,1
1991,Peru,1041.867,40,2
1992,Peru,1061.043,40,3
1993,Peru,775,40,4
1994,Peru,1057.017,40,5
1995,Peru,1760.467,40,6
1996,Peru,1679.374,40,7
1997,Peru,1647.733,40,8
1998,Peru,1949.254,40,9
1999,Peru,2407.33,40,10
2000,Peru,2361.566,40,11
2001,Peru,2662.796,40,12
2002,Peru,2789.464,40,13
2003,Peru,2503.025,40,14
2004,Peru,3184.062,40,15
2005,Peru,2369.437816,40,16
2006,Peru,3881.025999,40,17
2007,Peru,2879.494289,40,18
2008,Peru,3732.567,40,19
2009,Peru,3073.578,40,20
2010,Peru,3816.67104,40,21
2011,Peru,4697.069665,40,22
2012,Peru,4310.351922,40,23
2013,Peru,3736.07598,40,24
2014,Peru,2719.88985,40,25
2015,Peru,2789.83914,40,26
2016,Peru,3959.583593,40,27
2017,Peru,3945.823228,40,28
2018,Peru,4063.938661,40,29
2019,Peru,3771.945882,40,30
1990,Philippines,168.282001,41,1
1991,Philippines,103.0250002,41,2
1992,Philippines,41.3159998,41,3
1993,Philippines,34.7579998,41,4
1994,Philippines,125.6699992,41,5
1995,Philippines,57.3240006,41,6
1996,Philippines,27.0319997,41,7
1997,Philippines,30.9289995,41,8
1998,Philippines,21.0029996,41,9
1999,Philippines,8.5949999,41,10
2000,Philippines,4.9972,41,11
2001,Philippines,3.014,41,12
2002,Philippines,7.0079997,41,13
2003,Philippines,12.3309998,41,14
2004,Philippines,28.8129993,41,15
2005,Philippines,34.4145416,41,16
2006,Philippines,38.0869695,41,17
2007,Philippines,32.4238816,41,18
2008,Philippines,4.3929507,41,19
2009,Philippines,6.7312925,41,20
2010,Philippines,6.3665458,41,21
2011,Philippines,10.3260753,41,22
2012,Philippines,3.0909913,41,23
2013,Philippines,6.092139,41,24
2014,Philippines,12.0375383,41,25
2015,Philippines,14.8310425,41,26
2016,Philippines,12.9434741,41,27
2017,Philippines,8.5486409,41,28
2018,Philippines,3.9927242,41,29
2019,Philippines,7.0860156,41,30
1990,Rwanda,779.15,42,1
1991,Rwanda,473.98,42,2
1992,Rwanda,644.525,42,3
1993,Rwanda,480.725,42,4
1994,Rwanda,30.024,42,5
1995,Rwanda,313.899,42,6
1996,Rwanda,265.306,42,7
1997,Rwanda,217.949,42,8
1998,Rwanda,214.272,42,9
1999,Rwanda,314.019,42,10
2000,Rwanda,270.158,42,11
2001,Rwanda,278.773,42,12
2002,Rwanda,329.949,42,13
2003,Rwanda,245.426,42,14
2004,Rwanda,450.444,42,15
2005,Rwanda,235.5991667,42,16
2006,Rwanda,388.9674653,42,17
2007,Rwanda,255.5357195,42,18
2008,Rwanda,326.0684598,42,19
2009,Rwanda,304.3162559,42,20
2010,Rwanda,295.9629328,42,21
2011,Rwanda,276.8116826,42,22
2012,Rwanda,250.844586,42,23
2013,Rwanda,254.2667468,42,24
2014,Rwanda,255.6826782,42,25
2015,Rwanda,262.6835499,42,26
2016,Rwanda,244.3354621,42,27
2017,Rwanda,245.9412701,42,28
2018,Rwanda,350.3721832,42,29
2019,Rwanda,388.8660001,42,30
1990,Sierra Leone,139.744,43,1
1991,Sierra Leone,103.821,43,2
1992,Sierra Leone,47.02,43,3
1993,Sierra Leone,40.986,43,4
1994,Sierra Leone,61.924,43,5
1995,Sierra Leone,71.475,43,6
1996,Sierra Leone,28.512,43,7
1997,Sierra Leone,46.9430001,43,8
1998,Sierra Leone,41.865,43,9
1999,Sierra Leone,22.945,43,10
2000,Sierra Leone,39.796,43,11
2001,Sierra Leone,35.903,43,12
2002,Sierra Leone,80.461,43,13
2003,Sierra Leone,33.9741004,43,14
2004,Sierra Leone,22.9460001,43,15
2005,Sierra Leone,20.3848082,43,16
2006,Sierra Leone,50.9830177,43,17
2007,Sierra Leone,51.0899843,43,18
2008,Sierra Leone,25.7117922,43,19
2009,Sierra Leone,103.7334566,43,20
2010,Sierra Leone,57.5764861,43,21
2011,Sierra Leone,37.3870282,43,22
2012,Sierra Leone,65.2700743,43,23
2013,Sierra Leone,56.9916375,43,24
2014,Sierra Leone,24.0319576,43,25
2015,Sierra Leone,54.0397454,43,26
2016,Sierra Leone,25.806877,43,27
2017,Sierra Leone,34.973872,43,28
2018,Sierra Leone,26.546347,43,29
2019,Sierra Leone,46.740111,43,30
1990,Sri Lanka,19.137,44,1
1991,Sri Lanka,22.168,44,2
1992,Sri Lanka,14.724,44,3
1993,Sri Lanka,14.464,44,4
1994,Sri Lanka,47.359,44,5
1995,Sri Lanka,21.896,44,6
1996,Sri Lanka,11.536,44,7
1997,Sri Lanka,21.136,44,8
1998,Sri Lanka,27.2659998,44,9
1999,Sri Lanka,17.2599997,44,10
2000,Sri Lanka,2.4309996,44,11
2001,Sri Lanka,4.1429996,44,12
2002,Sri Lanka,2.9119995,44,13
2003,Sri Lanka,5.9761442,44,14
2004,Sri Lanka,6.913303,44,15
2005,Sri Lanka,2.5089192,44,16
2006,Sri Lanka,7.4294345,44,17
2007,Sri Lanka,4.2543587,44,18
2008,Sri Lanka,1.700505,44,19
2009,Sri Lanka,0.6494178,44,20
2010,Sri Lanka,1.6552438,44,21
2011,Sri Lanka,2.3540694,44,22
2012,Sri Lanka,0.1529592,44,23
2013,Sri Lanka,0.2801537,44,24
2014,Sri Lanka,2.3383577,44,25
2015,Sri Lanka,0.482531,44,26
2016,Sri Lanka,1.4493613,44,27
2017,Sri Lanka,1.6893049,44,28
2018,Sri Lanka,1.5379155,44,29
2019,Sri Lanka,0.9553168,44,30
1990,Tanzania,1019.052,45,1
1991,Tanzania,871.3299987,45,2
1992,Tanzania,827.7859996,45,3
1993,Tanzania,1037.295999,45,4
1994,Tanzania,632.137999,45,5
1995,Tanzania,744.6529993,45,6
1996,Tanzania,969.6369995,45,7
1997,Tanzania,655.1669989,45,8
1998,Tanzania,742.3049999,45,9
1999,Tanzania,643.3540005,45,10
2000,Tanzania,740.3485,45,11
2001,Tanzania,866.1620001,45,12
2002,Tanzania,496.1019996,45,13
2003,Tanzania,882.6650006,45,14
2004,Tanzania,552.8320004,45,15
2005,Tanzania,711.7568673,45,16
2006,Tanzania,731.5407483,45,17
2007,Tanzania,807.2481667,45,18
2008,Tanzania,817.9361667,45,19
2009,Tanzania,1156.944317,45,20
2010,Tanzania,555.8019331,45,21
2011,Tanzania,798.0999333,45,22
2012,Tanzania,756.221317,45,23
2013,Tanzania,934.7947801,45,24
2014,Tanzania,717.9569368,45,25
2015,Tanzania,708.912463,45,26
2016,Tanzania,904.7976535,45,27
2017,Tanzania,664.0793199,45,28
2018,Tanzania,856.0041365,45,29
2019,Tanzania,1069.214287,45,30
1990,Thailand,1001.435,46,1
1991,Thailand,540.937,46,2
1992,Thailand,1163.776001,46,3
1993,Thailand,981.7820003,46,4
1994,Thailand,1136.046,46,5
1995,Thailand,1209.523,46,6
1996,Thailand,872.6859998,46,7
1997,Thailand,1066.23,46,8
1998,Thailand,778.0310001,46,9
1999,Thailand,493.404001,46,10
2000,Thailand,970.33097,46,11
2001,Thailand,1147.791,46,12
2002,Thailand,253.2999999,46,13
2003,Thailand,180.6349993,46,14
2004,Thailand,419.8139997,46,15
2005,Thailand,374.5679999,46,16
2006,Thailand,540.0988174,46,17
2007,Thailand,365.4450574,46,18
2008,Thailand,175.0425515,46,19
2009,Thailand,185.3875587,46,20
2010,Thailand,369.627534,46,21
2011,Thailand,242.7539545,46,22
2012,Thailand,349.7193662,46,23
2013,Thailand,49.3077027,46,24
2014,Thailand,27.3704621,46,25
2015,Thailand,578.3290715,46,26
2016,Thailand,130.9525718,46,27
2017,Thailand,141.1263307,46,28
2018,Thailand,258.1336572,46,29
2019,Thailand,174.2986935,46,30
1990,Timor-Leste,0,47,1
1991,Timor-Leste,0,47,2
1992,Timor-Leste,0,47,3
1993,Timor-Leste,0,47,4
1994,Timor-Leste,0,47,5
1995,Timor-Leste,0,47,6
1996,Timor-Leste,0,47,7
1997,Timor-Leste,0,47,8
1998,Timor-Leste,0,47,9
1999,Timor-Leste,0,47,10
2000,Timor-Leste,1.195,47,11
2001,Timor-Leste,31.6646336,47,12
2002,Timor-Leste,30.0256336,47,13
2003,Timor-Leste,45.9073504,47,14
2004,Timor-Leste,22.4361888,47,15
2005,Timor-Leste,18.4012047,47,16
2006,Timor-Leste,49.3015394,47,17
2007,Timor-Leste,31.2524211,47,18
2008,Timor-Leste,49.6075279,47,19
2009,Timor-Leste,43.1972278,47,20
2010,Timor-Leste,68.0392678,47,21
2011,Timor-Leste,38.7211688,47,22
2012,Timor-Leste,55.8770497,47,23
2013,Timor-Leste,70.2399165,47,24
2014,Timor-Leste,111.0623633,47,25
2015,Timor-Leste,67.6860052,47,26
2016,Timor-Leste,67.8533082,47,27
2017,Timor-Leste,86.2778885,47,28
2018,Timor-Leste,128.6684667,47,29
2019,Timor-Leste,117.1977167,47,30
1990,Togo,238.838,48,1
1991,Togo,154.834,48,2
1992,Togo,313.177,48,3
1993,Togo,218.284,48,4
1994,Togo,165.795,48,5
1995,Togo,200.316,48,6
1996,Togo,85.49,48,7
1997,Togo,313.137,48,8
1998,Togo,165.801,48,9
1999,Togo,320.88,48,10
2000,Togo,282.6,48,11
2001,Togo,193.325,48,12
2002,Togo,100.191,48,13
2003,Togo,71.558,48,14
2004,Togo,148.541,48,15
2005,Togo,163.99795,48,16
2006,Togo,117.8949833,48,17
2007,Togo,154.9078833,48,18
2008,Togo,120.6589,48,19
2009,Togo,151.7037833,48,20
2010,Togo,198.1077,48,21
2011,Togo,155.0841667,48,22
2012,Togo,147.3904467,48,23
2013,Togo,90.7565333,48,24
2014,Togo,133.9686333,48,25
2015,Togo,178.1048167,48,26
2016,Togo,74.8768333,48,27
2017,Togo,27.3287667,48,28
2018,Togo,111.04435,48,29
2019,Togo,58.49345,48,30
1990,Trinidad & Tobago,30.2319997,49,1
1991,Trinidad & Tobago,7.6719977,49,2
1992,Trinidad & Tobago,2.451,49,3
1993,Trinidad & Tobago,9.7439996,49,4
1994,Trinidad & Tobago,5.3999985,49,5
1995,Trinidad & Tobago,4.0599984,49,6
1996,Trinidad & Tobago,3.7569977,49,7
1997,Trinidad & Tobago,3.9519988,49,8
1998,Trinidad & Tobago,5.2189988,49,9
1999,Trinidad & Tobago,2.9669988,49,10
2000,Trinidad & Tobago,3.0969997,49,11
2001,Trinidad & Tobago,2.8399995,49,12
2002,Trinidad & Tobago,2.1449991,49,13
2003,Trinidad & Tobago,1.7918055,49,14
2004,Trinidad & Tobago,2.1864285,49,15
2005,Trinidad & Tobago,0.7738187,49,16
2006,Trinidad & Tobago,0.7917137,49,17
2007,Trinidad & Tobago,0.7603987,49,18
2008,Trinidad & Tobago,1.2597838,49,19
2009,Trinidad & Tobago,0.1432195,49,20
2010,Trinidad & Tobago,0.5000756,49,21
2011,Trinidad & Tobago,0.2998397,49,22
2012,Trinidad & Tobago,1.4482379,49,23
2013,Trinidad & Tobago,2.4859161,49,24
2014,Trinidad & Tobago,2.137128,49,25
2015,Trinidad & Tobago,1.9322738,49,26
2016,Trinidad & Tobago,1.7645473,49,27
2017,Trinidad & Tobago,1.7999997,49,28
2018,Trinidad & Tobago,2.8705688,49,29
2019,Trinidad & Tobago,2.4710825,49,30
1990,Uganda,2352.68,50,1
1991,Uganda,2095.093,50,2
1992,Uganda,1961.034,50,3
1993,Uganda,1829.081,50,4
1994,Uganda,3368.765,50,5
1995,Uganda,3079.261,50,6
1996,Uganda,4654.503,50,7
1997,Uganda,3501.942,50,8
1998,Uganda,3286.012,50,9
1999,Uganda,3840.797,50,10
2000,Uganda,2513.272,50,11
2001,Uganda,3059.763,50,12
2002,Uganda,3357.847,50,13
2003,Uganda,2522.128,50,14
2004,Uganda,2627.011,50,15
2005,Uganda,2368.692,50,16
2006,Uganda,2172.889,50,17
2007,Uganda,2693.187,50,18
2008,Uganda,3310.65,50,19
2009,Uganda,3014.351,50,20
2010,Uganda,2656.536,50,21
2011,Uganda,3142.011,50,22
2012,Uganda,2685.237,50,23
2013,Uganda,3671.879,50,24
2014,Uganda,3442.351,50,25
2015,Uganda,3595.607,50,26
2016,Uganda,3543.097,50,27
2017,Uganda,4774.033,50,28
2018,Uganda,4223.182,50,29
2019,Uganda,4526.143,50,30
1990,Venezuela,277.795,51,1
1991,Venezuela,127.889,51,2
1992,Venezuela,135.818001,51,3
1993,Venezuela,525.0020004,51,4
1994,Venezuela,385.9960001,51,5
1995,Venezuela,96.7520001,51,6
